gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4171731848	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/164686368	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.438815	-84.6096	31189.0						2009-04-03T22:18:00	3	4	2009	2434950	2434950	HUMAN_OBSERVATION	iNaturalist	Observations	164686368		Jaime Marcelo Aranda Sánchez	2023-05-31T14:43:35	CC_BY_NC_4_0	stevep1984	stevep1984			2023-09-28T14:05:01.651Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4171286329	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/61603132	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Cartago	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.876449	-83.541359	31218.0						2020-09-10T16:09:05	10	9	2020	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	61603132		Jaime Marcelo Aranda Sánchez	2020-10-03T23:25:53	CC_BY_NC_4_0	Julio Barquero Elizondo	Julio Barquero Elizondo			2023-09-28T11:38:24.349Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4165748276	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/174490196	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.897284	-85.206241	31218.0						2023-07-22T20:11:38	22	7	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	174490196		loicdeleeuw	2023-07-23T15:29:14	CC_BY_NC_4_0	loicdeleeuw	loicdeleeuw			2023-09-28T13:59:59.326Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4153929710	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/171568215	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.489799	-83.562764	31189.0						2022-08-22T19:02:00	22	8	2022	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	171568215		mathieu_fr	2023-07-07T15:16:02	CC_BY_NC_4_0	mathieu_fr	mathieu_fr			2023-09-28T13:59:24.290Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4153859941	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/171118749	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Heredia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.565713	-84.171909	31189.0						2023-07-04T16:17:22	4	7	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	171118749		tblakehudson	2023-07-04T23:34:19	CC_BY_NC_4_0	tblakehudson	tblakehudson			2023-09-28T12:28:01.624Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4153822331	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/171477210	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.118688	-83.362842	6.0						2023-07-05T08:35:38	5	7	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	171477210		Saban-Sequén, E.A.	2023-07-09T17:57:46	CC_BY_NC_4_0	Saban-Sequén, E.A.	Saban-Sequén, E.A.			2023-09-28T14:11:24.876Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4138179870	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/168559628	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.801074	-85.429583	31169.0						2023-06-17T15:53:00	17	6	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	168559628		Michelle Monge-Velazquez	2023-06-20T21:54:33	CC_BY_4_0	Michelle Monge-Velazquez	Michelle Monge-Velazquez			2023-09-28T12:26:39.208Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4137960864	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/168226508	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.109663	-83.641336	35.0						2023-06-18T20:27:58	18	6	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	168226508		mikeandloulou	2023-06-19T02:28:15	CC_BY_NC_4_0	mikeandloulou	mikeandloulou			2023-09-28T13:57:57.143Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4134168570	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166930039	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.379349	-83.29222	9.0						2023-06-11T13:48:20	11	6	2023	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	166930039		treerescie	2023-06-12T04:29:04	CC_BY_NC_4_0	treerescie	treerescie			2023-09-28T12:25:51.867Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4133904178	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/166916108	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.303049	-83.858868	84.0						2023-03-31T07:19:04	31	3	2023	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	166916108		napoleon1799	2023-06-12T00:37:55	CC_BY_NC_4_0	drewdavis74	drewdavis74			2023-09-28T13:58:00.577Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4129770515	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/155411899	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.857479	-85.738478	31169.0						2023-04-10T11:51:04	10	4	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	155411899		shelfand	2023-04-18T01:32:45	CC_BY_NC_4_0	shelfand	shelfand			2023-09-28T13:53:15.683Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4121351903	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/162674211	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma yagouaroundi		SPECIES	Herpailurus yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)	Herpailurus yagouaroundi		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.204201	-85.272336	65.0						2023-05-19T16:00:00	19	5	2023	5787224	2435146	HUMAN_OBSERVATION	iNaturalist	Observations	162674211		Caminos Amigables con Felinos-Panthera	2023-05-20T15:04:32	CC_BY_NC_4_0	Caminos Amigables con Felinos-Panthera	Caminos Amigables con Felinos-Panthera			2023-09-28T12:38:56.734Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4121145362	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/68701308	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		San José	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.603693	-84.406594	31227.0						2021-01-22T06:51:00	22	1	2021	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	68701308		Diego Lobo Montoya	2021-01-27T23:07:58	CC_BY_NC_4_0	Diego Lobo Montoya	Diego Lobo Montoya			2023-09-28T11:34:58.424Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4120840037	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/162756164	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.539813	-85.30513	4.0						2023-05-20T15:27:46	20	5	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	162756164		EsmeraldaArévalo	2023-05-20T21:35:47	CC_BY_NC_4_0	EsmeraldaArévalo	EsmeraldaArévalo			2023-09-28T13:55:00.628Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4116150520	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/160834494	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.639392	-83.455473	14951.0						2023-03-07T16:17:12	7	3	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	160834494		allisonshep	2023-05-10T00:50:06	CC_BY_NC_4_0	allisonshep	allisonshep			2023-09-28T13:57:12.811Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4111892544	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/160011407	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.959587	-85.223282	224.0						2023-05-05T14:20:00	5	5	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	160011407		loicdeleeuw	2023-05-06T04:39:20	CC_BY_NC_4_0	loicdeleeuw	loicdeleeuw			2023-09-28T13:53:01.456Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4111755615	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/158079355	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.121731	-83.553343	297.0						2023-04-28T07:19:00	28	4	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	158079355		Caminos Amigables con Felinos-Panthera	2023-04-30T13:29:57	CC_BY_NC_4_0	Caminos Amigables con Felinos-Panthera	Caminos Amigables con Felinos-Panthera			2023-09-28T13:52:36.282Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4111712168	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/159677599	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Heredia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.411692	-84.115868	206.0						2023-04-12T10:09:52	12	4	2023	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	159677599		perles	2023-05-04T16:08:41	CC_BY_NC_4_0	perles	perles			2023-09-28T13:53:35.958Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4096951625	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/156449612	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.727115	-85.594657	11.0						2022-05-18T20:15:00	18	5	2022	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	156449612		cristiandiazquesada	2023-04-24T17:47:44	CC_BY_NC_4_0	cristiandiazquesada	cristiandiazquesada			2023-09-28T12:21:13.081Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4096536002	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/155809973	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus tigrinus		SPECIES	Leopardus tigrinus (Schreber, 1775)	Leopardus tigrinus		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.354884	-84.735112	31199.0						2023-03-30T17:45:00	30	3	2023	2434930	2434930	HUMAN_OBSERVATION	iNaturalist	Observations	155809973		seth_beaudreault	2023-04-20T21:51:57	CC_BY_NC_4_0	seth_beaudreault	seth_beaudreault			2023-09-28T12:20:57.417Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4096443124	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/155892583	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.82268	-83.543143	31262.0						2023-04-21T00:00:00	21	4	2023	2434950	2434950	HUMAN_OBSERVATION	iNaturalist	Observations	155892583		Daniel Arias	2023-04-21T14:16:51	CC_BY_NC_4_0	Daniel Arias	Daniel Arias			2023-09-28T13:51:08.489Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4091426395	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/155185206	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.800742	-85.725034	31169.0						2023-04-10T11:50:04	10	4	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	155185206		Federico A. Chinchilla Romero	2023-04-16T17:48:17	CC_BY_NC_4_0	Federico A. Chinchilla Romero	Federico A. Chinchilla Romero			2023-09-28T13:51:34.411Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4075791245	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/152892291	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.388769	-84.753038	103616.0						2020-03-26T12:14:00	26	3	2020	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	152892291		seth_beaudreault	2023-03-31T02:04:32	CC_BY_NC_4_0	seth_beaudreault	seth_beaudreault			2023-09-28T12:20:35.686Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4057669229	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/262137662	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	Costa Rica - Work with Nature - Reserve		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	10.004927	-83.355003	25.0						2019-03-09T00:00:00	9	3	2019	2434982	2434982	HUMAN_OBSERVATION		Observations	OBS.262137662				CC_BY_NC_4_0	Stichting Observation International	User 102709			2023-09-14T15:39:40.834Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4046507664	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/149211432	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.595511	-83.532572	244.0						2018-07-12T11:12:00	12	7	2018	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	149211432		eliotthuguet	2023-02-20T06:03:47	CC_BY_NC_4_0	eliotthuguet	eliotthuguet			2023-09-28T12:17:30.133Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4039267526	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148870803	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.387461	-83.289708	221.0						2023-01-16T21:17:00	16	1	2023	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	148870803		Rob Foster	2023-02-16T02:18:58	CC_BY_4_0	Rob Foster	Rob Foster			2023-09-28T13:51:08.344Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4039241889	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148803556	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.505114	-83.414722	31189.0						2023-02-14T09:10:50	14	2	2023	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	148803556		fffinn	2023-02-15T03:11:39	CC_BY_NC_4_0	fffinn	fffinn			2023-09-28T12:17:16.238Z	StillImage	COORDINATE_ROUNDED;TAXON_MATCH_TAXON_ID_IGNORED
4028661926	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/147611191	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma yagouaroundi		SPECIES	Herpailurus yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)	Herpailurus yagouaroundi		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.351045	-83.122448	583.0						2023-01-29T07:43:34	29	1	2023	5787224	2435146	HUMAN_OBSERVATION	iNaturalist	Observations	147611191		puntabanco	2023-01-29T13:44:15	CC_BY_NC_4_0	puntabanco	puntabanco			2023-09-28T12:16:58.059Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4022326257	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/146994272	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma yagouaroundi		SPECIES	Herpailurus yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)	Herpailurus yagouaroundi		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	11.016876	-85.673645	22.0						2023-01-20T17:24:00	20	1	2023	5787224	2435146	HUMAN_OBSERVATION	iNaturalist	Observations	146994272		jonathan_chama_corrales	2023-01-21T01:17:58	CC_BY_NC_4_0	jonathan_chama_corrales	jonathan_chama_corrales			2023-09-28T12:16:18.389Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4014954730	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/145464562	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.39647	-84.216031	31199.0						2022-11-12T00:00:00	12	11	2022	2434950	2434950	HUMAN_OBSERVATION	iNaturalist	Observations	145464562		José Pablo Herra Azofeifa	2022-12-31T00:04:41	CC_BY_NC_4_0	José Pablo Herra Azofeifa	José Pablo Herra Azofeifa			2023-09-28T13:46:01.808Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4011965302	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/145667466	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.221847	-84.399186	31199.0						2022-11-17T09:06:00	17	11	2022	2434950	2434950	HUMAN_OBSERVATION	iNaturalist	Observations	145667466		José Pablo Herra Azofeifa	2023-01-02T15:08:09	CC_BY_NC_4_0	José Pablo Herra Azofeifa	José Pablo Herra Azofeifa			2023-09-28T12:15:35.520Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4011823263	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/145667326	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.20043	-84.359861	31199.0						2022-11-03T09:04:00	3	11	2022	2434950	2434950	HUMAN_OBSERVATION	iNaturalist	Observations	145667326		José Pablo Herra Azofeifa	2023-01-02T15:06:27	CC_BY_NC_4_0	José Pablo Herra Azofeifa	José Pablo Herra Azofeifa			2023-09-28T12:15:41.503Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4006667148	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/144643213	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma yagouaroundi		SPECIES	Herpailurus yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)	Herpailurus yagouaroundi		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.746743	-83.033971	110.0						2022-12-18T11:10:22	18	12	2022	5787224	2435146	HUMAN_OBSERVATION	iNaturalist	Observations	144643213		Jeffry Torres	2022-12-19T02:42:17	CC_BY_NC_4_0	Jeffry Torres	Jeffry Torres			2023-09-28T13:46:57.893Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3994253000	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/144094451	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.407485	-83.454236	31189.0						2022-12-10T11:02:58	10	12	2022	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	144094451		Michael Parkey	2022-12-10T19:43:46	CC_BY_NC_4_0	Michael Parkey	Michael Parkey			2023-09-28T13:46:03.114Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3994143177	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/144198622	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.627857	-83.730026	129.0						2021-12-06T09:18:08	6	12	2021	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	144198622		bps921	2022-12-12T03:39:16	CC_BY_NC_4_0	Aleister Paige	Aleister Paige			2023-09-28T13:46:36.012Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
